headlines,terms,dates
dozens of republicans urge trump not to pull us troops from germany,trump,2020-06-09
will republicans finally break with donald trump?,trump,2020-06-09
why campaign rallies won't save donald trump,trump,2020-06-09
"trump jr.'s mongolian sheep hunting trip cost taxpayers about $75,000, documents show",trump,2020-06-09
trump eyes police reforms while ignoring systemic racism,trump,2020-06-09
"a world away from washington, loyal supporters stand by the president in trump country",trump,2020-06-09
states courting trump directly as party officials scramble to find new city for gop convention,trump,2020-06-09
why republican senators don't get to say they just don't follow trump's tweets,trump,2020-06-09
the fight to be trump's political heir is on,trump,2020-06-09
gop senators dodge questions after trump asks if buffalo man injured by police was a 'set up',trump,2020-06-09
i wrote this law to protect free speech. now trump wants to revoke it,trump,2020-06-09
reckoning over floyd's death and calls to defund police challenge trump and biden,trump,2020-06-09
wall street journal: trump came close to firing esper due to dispute over protest response,trump,2020-06-09
haberman: why trump won't remove confederate names,trump,2020-06-10
"hannity: president trump is a victim of crooked cops, too",trump,2020-06-10
florida voter: trump means well; he loves our country,trump,2020-06-10
"se cupp: for trump, continued chaos is the plan",trump,2020-06-10
white house defends trump tweet about buffalo protester,trump,2020-06-10
capitol hill republicans watch trump's eroding standing with unease,trump,2020-06-10
the story behind trump's conspiracy theory tweet,trump,2020-06-10
what george p. bush's endorsement of donald trump tells us about republican politics,trump,2020-06-10
trump opposed to stripping confederate names from us bases,trump,2020-06-10
supporters stand by the us president in trump country,trump,2020-06-10
friend of man shoved by police 'horrified' by trump's tweet,trump,2020-06-10
can donald trump still win?,trump,2020-06-10
president trump announces plans for rally in tulsa next week,trump,2020-06-10
trump tackles policing reform from administration still lacking diversity,trump,2020-06-10
the stock market no longer cares whether trump wins,trump,2020-06-10
trump weighs executive action on police reform ahead of dallas roundtable,trump,2020-06-10
trump campaign demands cnn apologize for poll that shows biden leading,trump,2020-06-10
read the fine print before you go to this trump rally,trump,2020-06-11
trump authorizes sanctions against international criminal court,trump,2020-06-11
press secretary claims juneteenth is a 'meaningful day' to trump but others see racist play,trump,2020-06-11
biden: trump will try to steal this election,trump,2020-06-11
trump warns against 'falsely labeling' people as racists,trump,2020-06-11
trump heads to dallas for campaign fundraiser and roundtable,trump,2020-06-11
trump administration proposes sweeping changes to us asylum system in new rule,trump,2020-06-11
general apologizes for appearing in photo-op with trump: i should not have been there,trump,2020-06-11
trump and nascar diverge over the place for symbols of america's racist past,trump,2020-06-11
reporter asks mcenany what juneteenth means to trump,trump,2020-06-11
seattle mayor tells trump to 'go back to your bunker' after he criticizes her handling of protests,trump,2020-06-11
trump and biden are raking in millions in recent weeks with the help of elite fundraisers,trump,2020-06-11
trump is getting his reopening even as the virus takes another swipe,trump,2020-06-11
trump campaign selling 'baby lives matter' onesie on website,trump,2020-06-11
anderson cooper suggests trump admit his mistakes,trump,2020-06-12
trump says scheduling his next rally on juneteenth wasn't intentional,trump,2020-06-12
trump to accept nomination in jacksonville after moving most of convention out of charlotte,trump,2020-06-12
black sheriff on exclusion from trump event: it says a lot,trump,2020-06-12
"if he loses, the next donald trump could be ... donald trump",trump,2020-06-12
why doesn't donald trump say 'socialism' anymore?,trump,2020-06-12
trump administration rolls back obama-era transgender health care protections,trump,2020-06-12
us soccer star slams trump: 'you're supposed to help ... not throw oil onto the fire',trump,2020-06-12
"what if the next donald trump is, well, donald trump?",trump,2020-06-12
trump tries to stop subpoenas in emoluments case as doj plans appeal to supreme court,trump,2020-06-12
trump defiant as cultural change sweeps america,trump,2020-06-12
new melania trump book says she renegotiated her prenuptial agreement,trump,2020-06-12
"trump administration continues to expel most migrants at southern border, may data shows",trump,2020-06-12
trump administration says no plans to expedite harriet tubman on the $20 bill: nyt,trump,2020-06-12
"the point: a wild, pro-trump conspiracy theory group is about to get its first congresswoman",trump,2020-06-12
trump's decision to hold a tulsa rally on juneteenth is no coincidence,trump,2020-06-12
trump reschedules tulsa rally 'out of respect' for juneteenth - cnn,trump,2020-06-13
trump is kicking the lgbtq community while we're down,trump,2020-06-13
trump will address a socially distanced west point graduation saturday,trump,2020-06-13
trump makes a rare retreat by rescheduling juneteenth rally in tulsa,trump,2020-06-13
the problem trump's west point speech can't fix,trump,2020-06-13
revisiting lady bird johnson's whistle-stop tour and what melania trump isn't using the first lady's office for,trump,2020-06-13
fauci says states should rethink reopenings if hospitalizations increase and urges trump rally attendees to wear masks,trump,2020-06-13
"tapper: trump standing firm with 'dead, racist losers'",trump,2020-06-14
why military leaders rejected trump's view of racial conflict,trump,2020-06-14
trump's latest target on twitter is comcast,trump,2020-06-14
stelter on fox news: you can't just quote trump lying,trump,2020-06-14
the myth trump is modeling,trump,2020-06-14
top trump official says people attending president's rally should 'probably' wear face masks,trump,2020-06-14
top trump official says people attending president's rally should 'probably' wear face masks,trump,2020-06-14
history says trump's low approval rating is unlikely to move,trump,2020-06-14
washington post: officials familiar with lafayette square confrontation undercut trump administration narrative,trump,2020-06-14
"trump looks out of touch now, but it's too early to say he's doomed in november",trump,2020-06-14
"start your monday smart: flag day, refugees, solstice, juneteenth, trump's birthday",trump,2020-06-14
brian stelter challenges trump attorney jenna ellis - cnn video,trump,2020-06-14
republicans urge trump not to terminate relationship with world health organization,trump,2020-06-15
why the donald trump-west point ramp story actually matters,trump,2020-06-15
my birthday wish for trump,trump,2020-06-15
ben carson is urging trump to rethink his opposition to those who kneel in protest during the national anthem,trump,2020-06-15
trump to rally for tuberville in jeff sessions' hometown in senate gop primary fight,trump,2020-06-15
donald trump's tulsa rally is a very bad idea,trump,2020-06-15
melania trump launches children's art project on 100th anniversary of women's right to vote,trump,2020-06-15
don't be fooled into thinking republicans are split over trump,trump,2020-06-15
trump expected to sign modest police reform order on tuesday,trump,2020-06-15
the remarkable idiocy of holding a trump rally in tulsa,trump,2020-06-15
"trump defends cautious walk down ramp, which raised questions about his health",trump,2020-06-15
voice of america top officials resign as trump-appointed ceo takes over international network,trump,2020-06-15
tulsa health director wishes trump would postpone rally because of spike in covid-19 cases,trump,2020-06-15
who will be the next donald trump?,trump,2020-06-16
"trump: without police, there is chaos",trump,2020-06-16
"cooper: trump believes if you close your eyes, things go away",trump,2020-06-16
author of revealing new book about melania trump speaks out,trump,2020-06-16
ex-prosecutor calls trump's police reform a 'slap in the face',trump,2020-06-16
trump isn't aging well,trump,2020-06-16
trump administration sues bolton over book dispute,trump,2020-06-16
reverend reveals what evangelicals say privately about trump,trump,2020-06-16
trump team concerned over release of bolton's book,trump,2020-06-16
trump indicates he's not budging on reducing number of us troops in germany,trump,2020-06-16
former trump adviser john bolton's impending book elicits angry reaction from president trump,trump,2020-06-16
opinion: what trump and congress can do now on policing,trump,2020-06-16
fact-checking trump and barr's attacks on john bolton's book,trump,2020-06-16
trump's wish for an end to the pandemic contradicts reality,trump,2020-06-16
"police database, credentialing efforts included in modest trump order on policing",trump,2020-06-16
read: president trump's executive order on police reform,trump,2020-06-16
donald trump isn't *really* interested in police reform,trump,2020-06-16
acosta to mcenany: will trump take responsibility if rallygoers get sick?,trump,2020-06-17
cooper: don't need bs detector to know trump is lying,trump,2020-06-17
don lemon puzzled by trump official: are you incentivising police to do their jobs?,trump,2020-06-17
'they're in denial': how trump's white house is ignoring the pandemic,trump,2020-06-17
bolton says in interview that putin thinks he can play trump like a fiddle,trump,2020-06-17
12 false claims trump has made about obama since last month,trump,2020-06-17
trump scrambles to suppress inconvenient information with bolton book and coronavirus,trump,2020-06-17
nyt: bolton book says impeachment probe should have investigated trump's actions beyond ukraine,trump,2020-06-17
trump's tulsa rally and biden's social distancing show differences in campaigning amid a pandemic,trump,2020-06-17
"trump asked china's xi to help him win 2020 election, bolton claims in excerpt of new book",trump,2020-06-17
anti-trump republican group launches new ad attacking president over china policies,trump,2020-06-17
trump signs uyghur human rights bill on same day bolton alleges he told xi to proceed with detention camps,trump,2020-06-17
trump says colin kaepernick should be given another chance in the nfl 'if he has the playing ability',trump,2020-06-17
the psychologist in the trump family speaks,trump,2020-06-17
bob woodward's new book on trump administration coming this september,trump,2020-06-17
bolton accuses trump of lying ahead of book publication,trump,2020-06-17
"donald trump, the stock market cheerleader-in-chief is back",trump,2020-06-17
trump says he made juneteenth famous. see lemon's reaction.,trump,2020-06-18
trump says kaepernick should be given another chance,trump,2020-06-18
read: scotus opinion blocking trump attempt to end daca,trump,2020-06-18
trump claims he deserves credit for making juneteenth 'very famous',trump,2020-06-18
trump reacts to bombshells from john bolton's new book,trump,2020-06-18
"voter: if you don't go vote, you're voting for trump",trump,2020-06-18
john roberts defies trump and conservatives with another legacy decision,trump,2020-06-18
when it comes to the pandemic or foreign policy -- it's all about trump,trump,2020-06-18
facebook takes down trump ads 'for violating our policy against organized hate',trump,2020-06-18
here's proof donald trump knows he's losing,trump,2020-06-18
the trump presidency is at its absolute lowest point right now,trump,2020-06-18
what happens next to the dreamers is on trump,trump,2020-06-18
trump and pence: a two-man covid-19 gaslighting act,trump,2020-06-18
"in repeat of 2016 strategy, trump pledges new list of justices after two stinging supreme court losses",trump,2020-06-18
mick mulvaney on trump: 'he didn't hire very well',trump,2020-06-19
toobin: roberts won't be pushed around by trump,trump,2020-06-19
how risky is it to attend a trump campaign rally during a pandemic?,trump,2020-06-19
trump can't stop talking about that west point ramp,trump,2020-06-19
van jones revisits 3 trump voters amid national unrest,trump,2020-06-19
twitter labels video trump tweeted as 'manipulated media',trump,2020-06-19
"donald trump makes terrible hires, according to donald trump",trump,2020-06-19
trump threatens protesters ahead of tulsa rally,trump,2020-06-19
trump adds uncertainty to future of daca participants,trump,2020-06-19
the past catches up to trump,trump,2020-06-19
president trump's bad run keeps getting worse,trump,2020-06-19
trump administration finalizes rule that could lead to delays in work for asylum seekers,trump,2020-06-19
how trump plans to turn around his losing campaign,trump,2020-06-19
nebraska's governor is trying to one-up trump on masks,trump,2020-06-19
pompeo calls bolton 'a traitor' as trump administration scrambles to halt book release,trump,2020-06-19
trump made 192 false claims from may 4 through june 7,trump,2020-06-19
trump supporter on tulsa rally: i want to be front row,trump,2020-06-20
trump attacks john bolton on twitter after ruling,trump,2020-06-20
trump holds first campaign rally since coronavirus pandemic began,trump,2020-06-20
is trump campaign liable if a rallygoer catches covid-19?,trump,2020-06-20
dad of child in manipulated trump video: it was propaganda,trump,2020-06-20
can trump fire and replace us attorney for sdny?,trump,2020-06-20
trump cancels overflow crowd address due to low turnout,trump,2020-06-20
read: ag barr's letter telling us attorney he's been fired by trump,trump,2020-06-20
smerconish: here's why trump wants to pack rally amid covid concerns,trump,2020-06-20
dr. gupta: trump tulsa rally risks an anatomy of an outbreak,trump,2020-06-20
six campaign staffers working on trump's tulsa rally test positive for coronavirus,trump,2020-06-20
"trump holds rally in tulsa, oklahoma",trump,2020-06-20
"trump has fired berman, barr says",trump,2020-06-20
trump's chilling distortion of 'law and order',trump,2020-06-20
trump campaign manager says he wasn't able to vote in 2016 because of absentee complications,trump,2020-06-20
analysis: attempt to fire powerful ny prosecutor appears to be latest move to protect trump,trump,2020-06-20
"tapper: once again, trump is revealing this",trump,2020-06-21
in pictures: trump returns to campaign trail,trump,2020-06-21
biden campaign blasts trump's 'outrageous' comments on coronavirus testing,trump,2020-06-21
stelter on trump claim: that was a lie,trump,2020-06-21
president of naacp: trump is fanning flames of racial hatred,trump,2020-06-21
stelter: what's good for public health is bad for trump,trump,2020-06-21
'a yawn of a launch': presidential historian weighs in on trump rally,trump,2020-06-21
opinion: trump gets roasted for tulsa crowd size,trump,2020-06-21
analysis: why trump is already sowing doubts about november's vote,trump,2020-06-21
zakaria: bolton's book paints a picture of trump as ignorant,trump,2020-06-21
trump adviser claims bolton could face jail time after judge allows book to proceed,trump,2020-06-21
fewer trump fans came than expected. those who did explain why,trump,2020-06-21
opinion: donald trump's heartless week,trump,2020-06-21
'a travesty': dr. gupta reacts to trump's testing remark,trump,2020-06-21
atlanta mayor calls trump's tulsa rally 'an embarrassment',trump,2020-06-21
white house official dismissed the president's coronavirus testing comment as 'tongue in cheek.' but it wasn't trump's first time.,trump,2020-06-21
"jared kushner and ivanka trump 'pissed' at trump campaign manager over his rally crowd size predictions, source says",trump,2020-06-21
there's no sign of 'hidden' trump voters,trump,2020-06-21
analysis: why everyone who works for trump should be very nervous right now,trump,2020-06-22
gov. cuomo: i believe this is a setup by president trump,trump,2020-06-22
keilar to trump campaign official: is this funny to you?,trump,2020-06-22
"trump spreads new lies about foreign-backed voter fraud, stoking fears of a 'rigged election'",trump,2020-06-22
bolton on why he won't vote for trump,trump,2020-06-22
trump's 'kidding' on testing exposes his negligence as virus spikes,trump,2020-06-22
bolton hopes trump will be remembered as a one-term president,trump,2020-06-22
white house says trump was involved in firing,trump,2020-06-22
biden campaign agrees to 3 debates with trump and slams push for more debates as a 'distraction',trump,2020-06-22
fact check: trump falsely claims president george w. bush fired john bolton,trump,2020-06-22
trump delayed sanctions on chinese officials involved in detention camps to avoid problems with trade deal,trump,2020-06-22
"so, what if trump *was* joking about coronavirus testing?",trump,2020-06-22
trump's removal of hong kong's special status hurts the us more than china,trump,2020-06-22
trump extends limits on some work visas through 2020,trump,2020-06-22
k-pop fans deserve credit for trump rally activism,trump,2020-06-22
mcenany defends trump using racist term to refer to coronavirus,trump,2020-06-22
two more trump staffers test positive for coronavirus after tulsa rally,trump,2020-06-22
read: the trump administration's proclamation extending limits on some work visas through 2020,trump,2020-06-22
'mind-blowing': see what happened after trump officials tried to clean up remarks,trump,2020-06-23
john avlon: checking trump's mail-in voting fraud claims,trump,2020-06-23
trump says he was joking in these cases. you be the judge,trump,2020-06-23
cooper: trump's joke came at the expense of thousands of people,trump,2020-06-23
analysis: this is the most succinc republican rejection of trump that you will read,trump,2020-06-23
trump's brother takes legal action to block tell-all book by president's niece,trump,2020-06-23
analysis: trump's testing claim is the latest in a pattern of supposed jokes,trump,2020-06-23
top pentagon nominee pushed conspiracy theories that former cia director tried to overthrow trump and even have him assassinated,trump,2020-06-23
trump's war against mail-in voting lacks republican allies,trump,2020-06-23
"fauci, redfield testiy on trump's coronavirus response",trump,2020-06-23
white house now says trump was involved in firing us attorney,trump,2020-06-23
trump pays price for pandemic denial,trump,2020-06-23
trump moves quickly to calm worries over china trade deal after adviser's comments,trump,2020-06-23
twitter puts warning on trump tweet for threat of harm against dc protesters,trump,2020-06-23
joe biden frightens donald trump,trump,2020-06-23
democrats go on offense against trump on trade and china,trump,2020-06-23
"opinion: trump is not 'kidding,' he's lying",trump,2020-06-24
"'upsetting,' er doctor reacts to trump's rally",trump,2020-06-24
opinion: what if trump rejects the election result?,trump,2020-06-24
student at trump rally criticized for aunt jemima remarks,trump,2020-06-24
analysis: can a genuine change movement survive trump's taunts?,trump,2020-06-24
bolton says trump turned 'a blind eye' to the coronavirus pandemic,trump,2020-06-24
trump's unhinged 'treason' accusation against obama,trump,2020-06-24
cooper: trump is pretending the virus has passed,trump,2020-06-24
"fact check: trump claimed he was left 'no ventilators.' his administration just confirmed he had more than 16,000",trump,2020-06-24
trump administration prepares major effort to protect monuments,trump,2020-06-25
president trump calls out reporter on social distancing,trump,2020-06-25
"don lemon: if you value your health, don't believe trump",trump,2020-06-25
trump is desperate -- and dangerous,trump,2020-06-25
trump has been suggesting covid-19 is under control for 156 days now,trump,2020-06-25
trump is not just in denial but also indifferent to an unfolding american tragedy,trump,2020-06-25
the point: has donald trump's political magic worn off?,trump,2020-06-25
donald trump has a hiring problem,trump,2020-06-25
multiple trump campaign staffers quarantining after tulsa rally,trump,2020-06-25
dozens of secret service agents will be quarantined after trump's tulsa rally,trump,2020-06-25
trump administration prepares major effort to protect monuments that includes us marshals and executive order,trump,2020-06-25
analysis: trump now trails significantly in 2016's most pivotal state,trump,2020-06-25
trump won't follow new jersey quarantine mandate during upcoming trip,trump,2020-06-25
donald trump is facing the prospect of a landslide loss,trump,2020-06-25
biden says trump's 'senseless crusade' to end obamacare would harm those with coronavirus,trump,2020-06-25
court dismisses motion by trump's brother to block tell-all book by president's niece,trump,2020-06-25
trump administration imposes visa restrictions on chinese officials,trump,2020-06-26
analysis: what is trump's agenda for a second term? he can't say,trump,2020-06-26
trump's going to protect confederate statues,trump,2020-06-26
trump says he signed executive order to protect monuments,trump,2020-06-26
"china loves john bolton's book for embarrassing trump, but not the parts about xi jinping",trump,2020-06-26
trump entrenched in failed strategy as aides and allies try to encourage a pivot,trump,2020-06-26
witness in the mueller investigation and informal trump adviser gets 10 years in prison in child sex case,trump,2020-06-26
trump asked about a second term. hear his response,trump,2020-06-26
trump administration asks supreme court to invalidate obamacare,trump,2020-06-26
trump administration imposes visa restrictions on chinese officials,trump,2020-06-26
"trump can't divert military funds for border wall, federal appeals court says",trump,2020-06-26
"fact check: trump falsely claims biden, who has committed to the debates, is trying to get out of debating",trump,2020-06-26
"trump administration finalizing plan to withdraw 4,000 troops from afghanistan",trump,2020-06-26
trump is taking the 2020 election to a dark place,trump,2020-06-26
"fact check: trump falsely claims biden, who has committed to the debates, is trying to get out of debating",trump,2020-06-26
trump campaign postpones pence's campaign events in florida and arizona,trump,2020-06-27
analysis: what cuomo wants trump to admit about coronavirus,trump,2020-06-27
ny times: trump told in march that russia offered bounties for us troops in afghanistan,trump,2020-06-27
trump campaign postpones pence's campaign events in florida and arizona,trump,2020-06-27
panicking trump tries to change the subject,trump,2020-06-27
analysis: candidates who recover from trump-like deficits are rarely incumbents,trump,2020-06-27
measures to protect trump from coronavirus scale up even as he seeks to move on,trump,2020-06-27
washington post: trump campaign had social distancing stickers removed before tulsa rally,trump,2020-06-27
trump's effort to dismantle obamacare during the pandemic might be his riskiest move yet,trump,2020-06-27
